time,sv,SVclockBias,SVclockDrift,SVclockDriftRate,IODE,Crs,DeltaN,M0,Cuc,Eccentricity,Cus,sqrtA,Toe,Cic,Omega0,Cis,Io,Crc,omega,OmegaDot,IDOT,CodesL2,GPSWeek
2023-01-18T20:00:00.000+00:00,G26,0.0002404926344752,5.684341886081e-13,0,69,65.40625,4.904847163715e-9,2.38899452232,0.000003403052687645,0.007788593065925,0.00001046806573868,5153.633056641,331200,-1.508742570877e-7,2.472587595347,-4.284083843231e-8,0.9350883344111,165.5,0.4334883961888,-8.002476192397e-9,-4.103742365913e-10,1,2245
